user_id,age,monthly_income,browse_time_minutes,spending_frequency,gender,occupation,city,education,family_size,login_count_30d,member_level,browsed_categories,has_coupon,is_new_user,joined_promotion,has_notification_enabled,target_purchase
USER_000818,40.2,5365.84,20.95,3.83,Female,Freelancer,Los Angeles,Bachelor Degree,2,4,1,3,1,False,True,False,0
USER_000819,27.0,4705.69,2.29,4.3,Female,Other,San Diego,Bachelor Degree,1,5,3,9,0,False,False,False,0
USER_000820,31.9,6532.92,8.9,8.77,Female,Engineer,Los Angeles,High School or Below,3,6,4,6,1,False,False,False,1
USER_000821,36.9,3792.12,9.98,3.1,Male,Other,San Antonio,Associate Degree,5,8,2,1,0,False,False,False,0
USER_000822,37.8,5529.89,6.42,2.53,Female,Teacher,Philadelphia,Master or Higher,6,3,1,4,0,False,False,True,0
USER_000823,38.2,4364.2,5.43,5.65,Female,Salesperson,Los Angeles,Master or Higher,4,2,2,2,0,False,True,False,0
USER_000824,33.6,4469.01,1.76,2.75,Unknown,Engineer,Philadelphia,Associate Degree,6,2,1,6,1,True,False,True,0
USER_000825,31.2,6625.4,10.68,5.96,Female,Corporate Employee,Chicago,Bachelor Degree,8,6,3,10,1,False,False,False,1
USER_000826,,,9.2,4.56,Male,Salesperson,Houston,Bachelor Degree,6,7,3,8,0,False,False,False,0
USER_000827,44.1,4000.5,5.11,0.74,Male,Engineer,New York,Associate Degree,4,6,3,3,0,False,False,False,0
USER_000828,39.1,8019.46,10.12,4.94,Female,Freelancer,New York,Bachelor Degree,8,14,1,10,0,False,False,True,1
USER_000829,32.7,3806.25,0.58,1.97,Female,Corporate Employee,Other City,Associate Degree,7,4,1,7,0,False,True,True,0
USER_000830,30.5,,11.53,2.23,Female,Doctor,Other City,Bachelor Degree,1,8,1,3,0,False,False,True,0
USER_000831,33.7,4736.44,15.57,4.69,Male,Corporate Employee,Houston,Bachelor Degree,6,7,2,10,0,False,True,False,0
USER_000832,37.9,4604.33,6.34,0.7,Male,Corporate Employee,Los Angeles,Bachelor Degree,6,4,3,1,0,False,True,True,0
USER_000833,18.0,3417.59,5.88,2.46,Male,Student,Los Angeles,Bachelor Degree,1,2,1,7,0,False,False,True,0
USER_000834,19.3,3078.88,3.86,3.53,Female,Student,Other City,Bachelor Degree,8,6,2,10,0,False,False,False,0
USER_000835,28.6,4258.6,17.79,2.82,Male,Freelancer,Phoenix,Bachelor Degree,3,4,3,5,1,False,False,False,0
USER_000836,37.1,6208.14,13.92,5.72,Female,Salesperson,Houston,Bachelor Degree,6,5,2,7,1,False,False,False,1
USER_000837,32.6,4653.59,0.4,4.13,Male,Student,Other City,Bachelor Degree,2,6,2,9,1,True,False,True,0
USER_000838,49.8,7285.09,0.48,4.3,Male,Teacher,San Antonio,Bachelor Degree,1,4,2,4,0,False,False,True,0
USER_000839,20.2,2652.25,16.56,5.2,Female,Student,Los Angeles,Associate Degree,7,6,2,3,0,False,True,True,0
USER_000840,27.5,4865.32,14.35,7.69,Male,Corporate Employee,Chicago,Bachelor Degree,3,4,1,2,0,False,True,False,0
USER_000841,50.2,6168.44,4.08,4.83,Female,Freelancer,San Diego,High School or Below,4,5,2,7,1,False,False,True,0
USER_000842,36.3,5564.48,1.2,2.91,Female,Freelancer,New York,Bachelor Degree,2,5,3,5,1,True,False,False,0
USER_000843,43.8,7708.77,12.38,5.91,Female,Freelancer,Other City,Bachelor Degree,6,8,3,10,1,False,False,True,1
USER_000844,55.5,6716.59,7.21,2.35,Female,Engineer,Los Angeles,Bachelor Degree,4,3,2,10,0,False,False,False,0
USER_000845,28.1,4359.73,0.1,5.21,Female,Corporate Employee,Chicago,Bachelor Degree,4,5,1,4,1,False,False,True,0
USER_000846,34.0,5813.6,8.65,3.58,Male,Corporate Employee,New York,Associate Degree,5,3,4,10,0,False,True,True,0
USER_000847,32.3,6666.1,11.13,8.21,Male,Freelancer,San Diego,Bachelor Degree,1,6,4,10,1,False,True,False,1
USER_000848,18.0,3478.53,3.11,2.33,Female,Student,San Antonio,High School or Below,1,4,4,10,0,False,True,False,0
USER_000849,31.9,4021.52,2.85,2.46,Female,Engineer,New York,Master or Higher,1,1,1,9,0,False,False,False,0
USER_000850,43.8,7150.89,5.89,2.59,Female,Other,Chicago,Bachelor Degree,4,9,2,8,0,True,True,False,0
USER_000851,40.4,7880.34,9.18,3.98,Male,Salesperson,San Antonio,Bachelor Degree,8,9,2,7,1,False,False,True,1
USER_000852,41.2,5397.71,4.67,4.12,Male,Salesperson,Houston,Bachelor Degree,3,3,1,6,1,False,False,True,0
USER_000853,31.2,6197.35,8.23,5.51,Female,Corporate Employee,Phoenix,Associate Degree,6,11,4,6,1,False,False,True,1
USER_000854,28.4,5017.91,8.34,3.68,Female,Teacher,New York,Associate Degree,5,5,1,10,0,False,False,True,0
USER_000855,47.7,5363.8,8.45,0.1,Unknown,Corporate Employee,Phoenix,Bachelor Degree,4,3,2,10,0,False,False,False,0
USER_000856,30.0,2417.12,1.87,1.04,Female,Freelancer,Houston,Associate Degree,1,6,2,8,0,True,True,True,0
USER_000857,37.9,5062.4,0.56,2.84,Male,Corporate Employee,Chicago,Bachelor Degree,6,4,4,5,0,False,True,False,0
USER_000858,36.6,6050.0,6.89,3.24,Male,Salesperson,Other City,Associate Degree,3,4,2,3,0,False,False,True,0
USER_000859,49.6,7751.31,3.18,6.22,Female,Civil Servant,San Antonio,Bachelor Degree,1,5,5,1,0,True,False,False,0
USER_000860,44.7,7562.71,20.95,3.1,Female,Manager,Other City,Bachelor Degree,6,6,3,10,1,False,True,False,1
USER_000861,22.0,3443.59,2.18,0.75,Male,Student,Other City,Bachelor Degree,3,2,4,10,0,False,True,True,0
USER_000862,23.1,4029.53,9.21,0.88,Female,Doctor,Other City,Associate Degree,7,1,5,6,0,False,True,False,0
USER_000863,40.8,5015.65,0.13,3.21,Female,Corporate Employee,Los Angeles,Associate Degree,2,3,1,6,0,False,True,False,0
USER_000864,34.4,5156.41,7.41,4.44,,Corporate Employee,Other City,High School or Below,2,2,2,8,0,False,False,False,0
USER_000865,30.4,4154.6,5.67,1.88,Female,Freelancer,Phoenix,High School or Below,4,6,1,3,0,False,True,False,0
USER_000866,45.2,6731.37,3.74,3.32,Male,Corporate Employee,New York,Bachelor Degree,2,3,2,10,0,False,False,True,0
USER_000867,36.9,5612.98,12.06,0.63,,Corporate Employee,Chicago,Bachelor Degree,6,2,2,5,0,True,False,True,0
USER_000868,,,22.24,2.46,Male,Teacher,San Antonio,Bachelor Degree,6,6,3,10,1,False,False,False,1
USER_000869,42.8,7274.68,21.27,4.1,Female,Corporate Employee,Houston,Master or Higher,5,9,4,7,1,False,True,False,1
USER_000870,31.2,6245.93,4.55,4.71,Female,Corporate Employee,Houston,Bachelor Degree,2,2,1,2,1,False,False,False,0
USER_000871,50.7,6753.91,3.66,1.6,Female,Manager,Phoenix,Bachelor Degree,4,7,2,9,0,True,False,True,0
USER_000872,27.1,4157.29,1.57,2.64,Male,Corporate Employee,Los Angeles,Associate Degree,4,4,2,5,0,False,False,False,0
USER_000873,41.6,4599.06,0.88,1.14,Male,Teacher,San Antonio,Bachelor Degree,3,6,2,3,0,False,True,True,0
USER_000874,49.3,6032.93,4.07,0.85,Female,Civil Servant,Houston,Associate Degree,2,2,1,6,0,False,True,True,0
USER_000875,21.2,3434.38,0.8,3.9,,Student,Other City,Bachelor Degree,7,6,2,7,1,True,False,False,0
USER_000876,31.6,5572.32,8.94,3.85,Male,Doctor,Other City,Bachelor Degree,2,13,2,10,0,False,False,True,1
USER_000877,46.4,5547.68,2.21,0.2,Female,Freelancer,Los Angeles,Bachelor Degree,6,8,1,6,0,False,True,True,0
USER_000878,46.6,5694.2,1.03,0.1,Male,Teacher,New York,Bachelor Degree,5,4,1,8,0,False,True,True,0
USER_000879,33.3,4585.92,3.48,5.0,Male,Engineer,Houston,Bachelor Degree,2,4,2,7,0,False,True,True,0
USER_000880,27.7,2207.29,5.45,0.1,Male,Doctor,Houston,Associate Degree,1,4,2,2,1,False,False,False,0
USER_000881,44.6,5524.73,5.98,5.25,Male,Civil Servant,San Diego,Bachelor Degree,8,9,2,8,0,False,False,True,0
USER_000882,46.8,5502.65,3.8,4.29,Male,Salesperson,Other City,Bachelor Degree,4,4,2,7,0,False,False,False,0
USER_000883,23.4,3519.12,3.69,2.12,Female,Student,Houston,Bachelor Degree,6,8,1,6,0,False,True,False,0
USER_000884,23.0,6535.28,11.22,6.44,Female,Engineer,Philadelphia,Bachelor Degree,5,9,5,4,1,False,False,True,1
USER_000885,37.3,6982.4,1.41,2.6,,Teacher,New York,Bachelor Degree,6,4,3,2,0,False,True,True,0
USER_000886,41.3,6008.38,5.31,3.83,Male,Engineer,Philadelphia,High School or Below,7,3,1,5,1,True,False,False,0
USER_000887,32.0,3165.58,5.35,0.1,Male,Corporate Employee,Phoenix,Associate Degree,8,4,3,10,0,False,True,True,0
USER_000888,41.8,5034.59,1.48,3.29,Male,Civil Servant,Houston,Associate Degree,6,6,1,10,0,False,False,True,0
USER_000889,27.9,4585.96,6.03,2.28,Female,Corporate Employee,Other City,Associate Degree,3,4,4,1,0,False,False,False,0
USER_000890,18.0,5483.29,17.76,4.01,Female,Engineer,Other City,Associate Degree,7,7,5,10,0,False,False,True,1
USER_000891,30.8,7267.33,12.52,6.78,Male,Civil Servant,Other City,Bachelor Degree,3,10,5,3,0,False,True,False,1
USER_000892,35.6,6662.65,8.63,9.22,Male,Corporate Employee,New York,Bachelor Degree,8,9,1,7,1,False,False,False,1
USER_000893,32.2,4056.5,1.98,5.6,Female,Freelancer,New York,Bachelor Degree,4,5,1,3,0,False,False,True,0
USER_000894,23.4,5292.42,0.49,5.33,Male,Student,Los Angeles,Bachelor Degree,2,8,1,1,0,False,False,True,0
USER_000895,18.0,3058.67,1.8,1.34,Male,Engineer,Philadelphia,Associate Degree,5,6,1,2,0,False,False,False,0
USER_000896,29.9,3173.33,1.19,4.33,Male,Civil Servant,Chicago,Bachelor Degree,4,6,2,2,0,False,False,True,0
USER_000897,44.0,9075.13,12.04,4.23,Male,Corporate Employee,Los Angeles,Bachelor Degree,8,6,2,8,1,False,False,False,1
USER_000898,47.6,4463.9,2.75,2.05,Female,Salesperson,Houston,Bachelor Degree,8,6,2,5,0,True,False,False,0
USER_000899,46.9,2394.95,6.41,7.31,Female,Teacher,Philadelphia,Master or Higher,2,0,1,1,0,False,False,True,0
USER_000900,26.8,4649.39,2.26,0.1,Unknown,Doctor,New York,Associate Degree,2,3,1,8,0,True,False,True,0
USER_000901,23.5,4460.7,0.84,3.96,Male,Student,Houston,Associate Degree,6,5,1,1,0,False,False,True,0
USER_000902,40.0,5614.01,1.35,3.83,Female,Corporate Employee,New York,Bachelor Degree,3,6,3,5,1,False,True,True,0
USER_000903,41.4,4037.54,3.95,4.67,Female,Civil Servant,Houston,Bachelor Degree,4,7,1,7,1,False,True,True,0
USER_000904,39.0,5041.13,2.99,4.63,Male,Corporate Employee,Other City,Bachelor Degree,1,3,2,3,0,True,True,True,0
USER_000905,18.0,4721.83,8.22,6.02,Female,Student,Philadelphia,Bachelor Degree,8,6,5,9,1,False,False,True,1
USER_000906,26.3,5292.71,9.18,5.83,Female,Engineer,Los Angeles,Bachelor Degree,7,13,3,10,1,False,False,True,1
USER_000907,34.7,6082.07,1.76,1.46,Female,Teacher,Other City,Associate Degree,8,4,1,5,1,False,False,True,0
USER_000908,39.9,4143.33,6.46,3.13,Male,Teacher,Chicago,Bachelor Degree,6,3,2,10,0,False,False,False,0
USER_000909,42.7,5786.1,6.55,4.69,Female,Freelancer,Other City,Associate Degree,4,7,1,8,0,False,False,False,0
USER_000910,36.4,6034.05,5.99,1.66,Male,Student,Other City,Bachelor Degree,5,5,2,2,0,False,False,True,0
USER_000911,38.3,5411.44,8.53,3.75,Female,Freelancer,Other City,Bachelor Degree,8,3,1,7,0,True,False,True,0
USER_000912,35.8,6021.12,10.35,4.71,Male,Engineer,Philadelphia,Bachelor Degree,2,4,1,5,1,False,True,True,0
USER_000913,41.9,5953.71,0.37,2.35,Female,Manager,Los Angeles,Bachelor Degree,4,4,1,4,0,False,True,True,0
USER_000914,38.1,5439.35,3.4,6.13,Female,Student,Other City,Associate Degree,2,4,4,4,0,False,False,False,0
USER_000915,35.7,5136.83,0.81,4.15,Male,Teacher,Philadelphia,Bachelor Degree,7,5,2,10,0,False,False,False,0
USER_000916,,,2.19,0.1,Female,Teacher,Other City,Associate Degree,3,3,4,9,1,False,False,False,0
USER_000917,35.8,,13.44,5.19,Female,Engineer,Phoenix,Master or Higher,4,5,2,10,1,False,False,False,1
USER_000918,39.8,5878.13,12.6,3.44,Female,Corporate Employee,Los Angeles,Associate Degree,4,7,2,9,0,False,True,True,1
USER_000919,37.7,5924.04,0.69,0.96,Female,Manager,San Diego,Associate Degree,8,7,2,6,0,False,False,True,0
USER_000920,38.8,8241.74,15.08,3.09,Female,Corporate Employee,San Diego,Bachelor Degree,8,6,5,9,1,False,False,True,1
USER_000921,48.4,6291.98,7.73,6.82,Female,Engineer,Other City,Bachelor Degree,3,4,1,3,0,False,True,True,0
USER_000922,37.7,6421.62,8.75,3.41,Female,Corporate Employee,Chicago,Bachelor Degree,6,8,3,6,1,False,False,False,1
USER_000923,28.5,4492.28,12.78,4.71,Female,Student,Phoenix,Master or Higher,2,7,5,8,1,True,False,False,1
USER_000924,43.8,5665.81,14.52,3.65,Female,Salesperson,San Antonio,Associate Degree,5,4,2,5,1,False,False,True,0
USER_000925,21.3,1981.05,0.49,1.59,Male,Student,Houston,Bachelor Degree,6,6,4,1,0,False,False,True,0
USER_000926,24.2,2131.01,0.9,1.35,Male,Student,Los Angeles,Bachelor Degree,4,2,1,9,0,True,False,True,0
USER_000927,38.4,5019.27,7.25,1.76,Female,Doctor,Other City,High School or Below,7,2,1,5,0,False,True,False,0
USER_000928,40.2,4456.23,2.05,1.84,Female,Doctor,Houston,High School or Below,5,6,1,7,0,True,False,False,0
USER_000929,22.5,3795.31,15.57,4.06,Male,Engineer,Chicago,Associate Degree,7,4,2,8,1,False,False,True,0
USER_000930,31.2,4160.7,4.9,1.29,,Corporate Employee,Los Angeles,Associate Degree,3,6,2,3,0,True,False,True,0
USER_000931,28.9,5483.37,11.3,8.07,Female,Corporate Employee,Phoenix,Bachelor Degree,4,7,4,10,1,False,False,False,1
USER_000932,,,10.06,4.57,Male,Teacher,New York,Master or Higher,8,4,5,10,1,True,False,True,1
USER_000933,44.4,4787.11,1.37,6.24,Male,Civil Servant,Other City,Bachelor Degree,2,7,2,7,0,False,False,True,0
USER_000934,42.1,4593.86,5.25,2.88,,Teacher,Other City,Associate Degree,6,8,1,9,0,False,True,True,0
USER_000935,34.8,3454.69,4.48,0.1,Female,Other,Other City,Bachelor Degree,6,5,1,9,0,False,True,True,0
USER_000936,29.5,3820.96,2.22,1.74,Male,Salesperson,Other City,Associate Degree,4,7,1,5,0,True,True,False,0
USER_000937,21.5,4202.75,20.49,6.07,Female,Doctor,New York,Master or Higher,7,5,4,10,1,False,True,False,1
USER_000938,49.2,5956.26,7.17,0.92,Female,Manager,Los Angeles,Master or Higher,7,2,3,9,0,False,False,False,0
USER_000939,40.9,5530.41,1.51,2.92,Male,Engineer,Phoenix,Bachelor Degree,4,5,1,4,0,True,False,True,0
USER_000940,27.9,3163.83,14.36,3.7,,Teacher,Los Angeles,High School or Below,1,6,3,8,0,True,True,False,0
USER_000941,42.2,5845.41,7.04,3.75,Male,Salesperson,San Diego,Associate Degree,2,9,1,2,0,False,True,True,0
USER_000942,34.3,3268.64,11.37,4.14,Female,Other,New York,Associate Degree,4,5,2,5,0,True,False,False,0
USER_000943,32.1,5297.82,8.73,5.47,Female,Teacher,Other City,Bachelor Degree,6,5,5,4,0,False,True,False,1
USER_000944,39.4,5026.78,0.17,0.99,Male,Student,Houston,Bachelor Degree,7,3,1,7,0,False,False,False,0
USER_000945,27.6,4647.04,3.4,2.45,Male,Engineer,New York,Bachelor Degree,3,5,3,1,0,True,False,False,0
USER_000946,31.6,5227.4,2.97,3.02,Female,Manager,Other City,Bachelor Degree,5,4,1,6,0,True,False,True,0
USER_000947,36.2,8432.39,18.19,5.89,Male,Salesperson,Los Angeles,Associate Degree,8,5,3,4,1,False,False,False,1
USER_000948,30.0,5823.41,8.94,3.53,Female,Other,New York,Bachelor Degree,8,9,2,10,1,False,True,True,1
USER_000949,41.7,5242.5,0.12,2.92,Female,Other,Other City,Associate Degree,6,4,1,3,1,False,False,True,0
USER_000950,53.7,5537.32,3.77,6.83,Female,Corporate Employee,San Antonio,Master or Higher,3,2,1,1,0,False,True,False,0
USER_000951,27.5,2696.23,0.98,4.86,Female,Other,Other City,Master or Higher,8,5,2,6,0,False,False,True,0
USER_000952,18.3,3258.57,0.25,4.76,Female,Doctor,New York,Bachelor Degree,2,1,1,7,0,False,False,True,0
USER_000953,18.0,4224.13,8.11,4.88,Female,Student,Philadelphia,Bachelor Degree,5,5,3,7,1,False,False,True,1
USER_000954,33.5,5782.38,0.77,3.38,Male,Corporate Employee,San Diego,Associate Degree,3,8,3,6,0,False,False,False,0
USER_000955,28.4,2577.61,2.36,3.03,Female,Other,New York,Bachelor Degree,8,3,2,6,1,True,False,True,0
USER_000956,37.1,5396.35,10.77,3.96,Male,Other,San Diego,High School or Below,2,6,3,7,0,False,True,False,0
USER_000957,36.3,3824.26,7.15,0.53,Male,Corporate Employee,San Diego,Associate Degree,5,4,2,10,1,True,True,False,0
USER_000958,19.0,2279.55,3.78,1.41,Male,Doctor,San Antonio,Bachelor Degree,7,3,2,8,0,False,False,True,0
USER_000959,18.0,5539.11,10.81,2.19,Female,Engineer,Other City,Master or Higher,3,8,2,5,1,False,True,True,1
USER_000960,38.0,4324.12,3.04,4.49,Female,Doctor,Other City,Master or Higher,6,4,1,8,0,False,False,True,0
USER_000961,36.4,4324.22,10.8,4.46,Female,Corporate Employee,San Diego,Bachelor Degree,4,6,1,7,0,True,False,True,0
USER_000962,30.7,3457.84,6.45,1.7,Female,Student,Phoenix,Bachelor Degree,6,4,2,2,1,False,True,False,0
USER_000963,18.4,4825.03,0.94,1.59,Female,Student,Los Angeles,Associate Degree,5,4,3,1,0,True,True,True,0
USER_000964,39.7,4552.51,14.04,4.47,Male,Salesperson,New York,Associate Degree,2,5,1,9,0,True,True,False,0
USER_000965,,,7.41,4.42,Male,Teacher,Los Angeles,High School or Below,5,2,2,10,0,False,False,True,0
USER_000966,37.8,6778.09,8.17,8.25,Male,Corporate Employee,Other City,Bachelor Degree,3,10,3,7,1,True,True,False,1
USER_000967,,,3.49,1.35,Female,Teacher,Houston,Associate Degree,6,5,3,3,0,True,False,False,0
USER_000968,35.4,4125.26,5.29,2.77,Female,Corporate Employee,Los Angeles,High School or Below,6,7,3,7,0,False,True,False,0
USER_000969,21.3,3129.18,0.31,3.25,Female,Student,Philadelphia,Bachelor Degree,7,5,3,1,0,True,True,False,0
USER_000970,45.6,6153.95,2.18,4.13,Male,Teacher,Phoenix,Associate Degree,1,3,1,3,0,False,False,True,0
USER_000971,35.8,5916.99,13.22,6.93,Male,Freelancer,New York,Bachelor Degree,1,5,3,9,1,False,False,True,1
USER_000972,18.0,6089.32,16.47,4.76,Female,Engineer,Philadelphia,Master or Higher,5,9,3,5,0,False,False,True,1
USER_000973,32.0,5585.48,18.89,3.44,,Teacher,Phoenix,Bachelor Degree,2,4,1,10,0,False,False,False,0
USER_000974,39.6,5766.49,0.65,2.37,Male,Doctor,Philadelphia,High School or Below,4,5,1,8,0,False,False,True,0
USER_000975,31.7,4439.88,5.0,0.12,,Corporate Employee,Other City,Associate Degree,3,4,2,7,0,False,False,False,0
USER_000976,32.2,1429.4,11.16,1.31,Male,Doctor,Chicago,Associate Degree,2,1,2,3,0,True,False,False,0
USER_000977,22.8,3904.29,6.31,2.06,Female,Corporate Employee,Los Angeles,Bachelor Degree,1,7,1,8,0,True,True,True,0
USER_000978,40.7,4878.67,5.0,4.12,Male,Civil Servant,San Diego,Bachelor Degree,5,8,1,8,0,True,False,True,0
USER_000979,28.5,3803.73,1.21,0.1,Male,Manager,Other City,Associate Degree,5,4,1,4,0,False,False,False,0
USER_000980,18.0,1102.62,8.45,4.15,Male,Corporate Employee,New York,Bachelor Degree,7,6,1,8,0,True,False,True,0
USER_000981,31.3,6823.59,12.13,6.16,Female,Salesperson,Other City,Bachelor Degree,3,7,1,6,1,True,False,False,1
USER_000982,44.8,4231.42,0.59,2.09,Male,Civil Servant,Chicago,Bachelor Degree,8,4,2,4,0,False,False,True,0
USER_000983,31.1,4428.42,13.71,6.81,Male,Civil Servant,Other City,Master or Higher,3,3,1,2,0,False,False,True,0
USER_000984,52.4,9344.66,30.28,5.51,Female,Corporate Employee,Philadelphia,Master or Higher,7,6,2,9,1,True,False,False,1
USER_000985,39.3,4660.67,3.86,3.48,Female,Corporate Employee,New York,Master or Higher,8,5,2,9,0,False,False,True,0
USER_000986,38.4,6256.05,7.49,2.68,Female,Civil Servant,Los Angeles,Associate Degree,2,7,1,1,0,False,False,True,0
USER_000987,33.7,3823.01,4.38,0.1,Male,Corporate Employee,Chicago,Bachelor Degree,8,3,1,2,0,True,False,True,0
USER_000988,34.3,5230.43,2.74,1.7,Female,Civil Servant,Los Angeles,Master or Higher,1,9,1,3,0,False,True,False,0
USER_000989,32.4,5135.21,10.63,3.42,Male,Manager,Phoenix,Associate Degree,5,4,2,5,1,False,True,False,1
USER_000990,32.0,7431.13,24.67,6.32,Male,Salesperson,Houston,Bachelor Degree,3,6,1,10,0,False,False,False,1
USER_000991,40.3,6105.99,2.3,1.95,Male,Civil Servant,Houston,Master or Higher,6,4,1,9,0,False,True,True,0
USER_000992,25.6,4228.36,3.37,3.6,Male,Teacher,Philadelphia,Bachelor Degree,6,8,2,7,0,False,False,True,0
USER_000993,24.2,3226.72,1.43,0.1,Male,Student,Other City,Bachelor Degree,6,9,2,3,0,False,False,False,0
USER_000994,23.8,2178.0,1.46,5.73,Female,Student,Philadelphia,Bachelor Degree,2,3,1,10,0,False,False,True,0
USER_000995,55.5,6359.36,2.2,4.43,Male,Engineer,Los Angeles,Associate Degree,7,4,4,8,0,False,True,False,0
USER_000996,40.3,8340.31,20.94,4.95,Male,Civil Servant,Other City,Bachelor Degree,3,7,4,6,1,False,False,True,1
USER_000997,38.0,5129.96,2.53,2.03,Male,Engineer,Houston,Bachelor Degree,7,5,5,9,1,False,True,False,0
USER_000998,24.4,4086.96,12.02,6.67,Female,Student,Other City,Bachelor Degree,4,6,2,2,1,False,False,False,1
USER_000999,41.2,4195.27,3.95,1.97,Female,Freelancer,Phoenix,Associate Degree,8,3,2,4,0,False,True,True,0
USER_001000,33.8,5833.15,4.38,1.95,Male,Civil Servant,Other City,High School or Below,2,4,5,6,0,False,True,False,0
USER_001001,37.1,5397.91,8.58,2.54,Female,Teacher,San Diego,Master or Higher,6,7,4,7,0,False,True,False,0
USER_001002,25.2,4486.0,19.57,7.93,Female,Corporate Employee,Other City,Bachelor Degree,8,8,5,10,1,False,True,False,1
USER_001003,36.6,5094.17,9.17,3.74,Female,Salesperson,Other City,Associate Degree,7,9,4,3,1,True,True,True,1
USER_001004,30.8,5654.96,17.85,6.36,Male,Engineer,New York,Bachelor Degree,2,7,3,7,1,True,False,True,1
USER_001005,27.3,2078.64,3.97,1.46,Male,Freelancer,Other City,Bachelor Degree,6,5,4,8,0,True,False,True,0
USER_001006,42.3,5274.17,12.92,0.1,Male,Manager,Chicago,High School or Below,6,5,4,8,0,False,False,True,0
USER_001007,19.6,7611.63,20.39,5.79,Male,Corporate Employee,Phoenix,Associate Degree,8,8,3,10,1,False,True,False,1
USER_001008,40.6,3663.04,2.47,1.27,Female,Corporate Employee,Other City,Bachelor Degree,2,9,1,3,0,False,False,True,0
USER_001009,41.8,5193.97,5.28,2.41,Male,Corporate Employee,New York,Associate Degree,8,4,2,4,0,False,False,False,0
USER_001010,,,10.26,4.68,,Teacher,Philadelphia,Associate Degree,2,6,1,8,0,False,False,True,0
USER_001011,26.8,6629.09,10.43,3.18,Female,Teacher,Los Angeles,Bachelor Degree,5,12,5,10,1,False,False,False,1
USER_001012,32.8,6331.26,8.22,4.17,Female,Corporate Employee,Other City,Bachelor Degree,4,10,1,3,1,False,False,True,1
USER_001013,37.8,4833.65,2.23,4.29,Male,Engineer,Houston,Associate Degree,6,4,2,7,0,False,True,False,0
USER_001014,33.5,5394.09,10.27,4.09,Female,Teacher,Houston,Bachelor Degree,7,8,5,10,0,False,False,True,1
USER_001015,39.3,6862.34,16.22,5.17,Male,Corporate Employee,New York,Bachelor Degree,5,6,2,4,0,False,False,False,1
USER_001016,52.6,6703.44,1.85,2.71,Male,Doctor,Phoenix,Bachelor Degree,8,7,4,2,0,False,False,False,0
USER_001017,29.9,5295.11,11.22,2.71,Female,Salesperson,Phoenix,Associate Degree,2,3,1,8,0,False,False,True,0
USER_001018,18.0,4379.82,11.98,4.58,Male,Student,Other City,Bachelor Degree,8,5,2,9,1,False,False,True,1
USER_001019,43.3,5340.16,4.41,3.89,Female,Other,Los Angeles,Bachelor Degree,8,6,3,8,0,False,True,True,0
USER_001020,51.8,5430.79,8.23,0.1,Male,Doctor,San Diego,Bachelor Degree,7,8,2,2,1,False,False,False,0
USER_001021,38.9,5315.33,0.72,2.47,Male,Corporate Employee,Other City,Bachelor Degree,8,5,1,3,0,False,True,False,0
USER_001022,24.1,6393.78,8.09,3.43,Female,Corporate Employee,Philadelphia,Master or Higher,4,7,4,7,1,True,False,True,1
USER_001023,33.8,7209.65,8.29,6.36,Male,Salesperson,San Diego,Master or Higher,5,10,2,4,1,False,True,True,1
USER_001024,23.8,4409.81,8.16,7.38,Male,Student,Other City,Bachelor Degree,8,6,3,10,1,False,False,False,1
USER_001025,41.4,5486.86,6.02,2.96,,Corporate Employee,New York,Associate Degree,7,9,1,7,0,False,True,True,0
USER_001026,21.5,4672.69,9.4,4.67,Male,Corporate Employee,Los Angeles,Bachelor Degree,2,9,4,2,1,False,False,False,1
USER_001027,32.0,7411.05,17.74,6.0,Female,Corporate Employee,Other City,Master or Higher,2,11,3,10,1,False,True,True,1
USER_001028,25.0,3538.69,10.72,3.25,Male,Salesperson,Houston,Bachelor Degree,2,9,1,6,0,False,True,True,0
USER_001029,36.3,5310.49,10.2,4.68,Male,Salesperson,New York,Master or Higher,3,14,5,2,1,False,False,True,1
USER_001030,31.3,4110.2,1.08,3.48,Male,Student,Los Angeles,Bachelor Degree,5,5,1,4,0,False,False,False,0
USER_001031,36.8,5338.47,3.45,2.33,Male,Corporate Employee,Los Angeles,Bachelor Degree,8,6,4,5,0,False,False,True,0
USER_001032,35.2,4964.01,8.46,4.44,Female,Engineer,New York,High School or Below,8,8,2,3,0,True,False,False,0
USER_001033,25.1,3198.2,5.77,6.5,Male,Teacher,Los Angeles,High School or Below,1,3,2,6,1,False,False,False,0
USER_001034,41.3,4744.73,0.13,2.65,Male,Doctor,San Antonio,Associate Degree,7,5,1,4,0,False,True,False,0
USER_001035,34.5,3662.5,0.1,3.86,Female,Engineer,Chicago,Bachelor Degree,3,3,1,7,0,False,False,True,0
USER_001036,25.1,3315.25,0.6,0.1,Male,Other,Houston,Bachelor Degree,8,6,2,4,1,False,False,False,0
USER_001037,57.4,8084.32,10.05,1.52,Male,Doctor,New York,Bachelor Degree,7,4,2,5,1,False,False,False,1
USER_001038,39.8,6150.09,3.85,3.44,Male,Civil Servant,Houston,High School or Below,3,5,1,5,0,True,True,True,0
USER_001039,33.5,3648.86,8.51,2.26,Male,Corporate Employee,Houston,Associate Degree,6,4,4,6,0,True,True,False,0
USER_001040,49.2,6242.28,0.77,1.56,Female,Teacher,Philadelphia,Associate Degree,7,5,1,10,0,False,True,False,0
