age,gender_cd,residence_pr_cd,occ_cd,crdt_lim_yx,pril_bal,lim_use_ratio,total_loan_cnt,total_loan_amt,apply_cnt,wdraw_cnt,wdraw_success_rate,if_bj_10_yn,if_bj_30_yn,reject_freq,push_cnt,sms_charge_cnt,is_coupon_issue,cust_recv_time,touch_time,target
61,2,44,103,42588,16555,0.388724523339908,6,9012,1,1,1.0,N,N,0,0,5,N,2024-11-20 21:58:44.278094,2024-11-23 00:58:44.278094,1
61,2,45,104,16001,8465,0.5290294356602713,3,19029,1,0,0.0,N,N,0,1,1,Y,2025-04-12 21:58:44.278096,,0
37,1,31,104,24942,18690,0.7493384652393553,7,47660,3,3,1.0,N,N,0,2,7,Y,2025-05-30 21:58:44.278099,2025-06-02 07:58:44.278099,1
47,1,11,101,25862,25734,0.9950506534684093,6,42017,2,0,0.0,N,N,0,1,4,N,2025-02-22 21:58:44.278101,2025-02-25 04:58:44.278101,0
28,1,31,102,16669,16081,0.9647249385086087,6,51281,0,0,0.0,Y,Y,2,4,4,N,2025-03-15 21:58:44.278103,2025-03-17 15:58:44.278103,0
45,2,45,104,20916,421,0.020128131573914708,8,1767,0,0,0.0,N,N,0,3,1,N,2025-01-10 21:58:44.278106,,0
42,1,45,101,15878,5540,0.34891044212117395,0,0,4,0,0.0,N,N,0,1,3,Y,2025-05-22 21:58:44.278108,2025-05-25 05:58:44.278108,0
56,1,32,103,7985,1209,0.1514088916718848,9,4895,4,0,0.0,N,Y,1,2,8,N,2024-08-03 21:58:44.278110,2024-08-06 10:58:44.278110,0
50,2,45,104,37369,32698,0.8750033450185983,5,43968,3,2,0.6666666666666666,N,N,0,0,8,N,2025-03-31 21:58:44.278113,2025-04-03 03:58:44.278113,0
18,1,44,101,13112,4675,0.3565436241610738,5,41097,0,0,0.0,N,N,0,3,5,N,2025-07-13 21:58:44.278115,2025-07-14 01:58:44.278115,0
44,2,11,103,46235,41850,0.9051584297610036,5,16332,3,0,0.0,N,Y,1,1,8,N,2025-06-24 21:58:44.278117,,0
30,1,32,102,23931,13009,0.543604529689524,5,15621,2,1,0.5,N,N,0,2,3,N,2024-12-09 21:58:44.278120,2024-12-12 11:58:44.278120,0
58,1,44,103,32340,27843,0.8609461966604823,9,77870,1,0,0.0,N,Y,1,1,0,N,2024-09-06 21:58:44.278122,2024-09-07 01:58:44.278122,0
20,1,31,101,5336,4976,0.9325337331334332,6,19174,0,0,0.0,N,N,0,4,1,N,2024-09-27 21:58:44.278124,2024-09-27 23:58:44.278124,0
56,2,11,101,47933,29793,0.6215550873093694,9,41502,2,1,0.5,N,N,0,3,0,N,2025-07-08 21:58:44.278127,,1
23,2,45,103,24363,6748,0.2769773837376349,5,37674,0,0,0.0,Y,N,1,0,7,Y,2025-02-03 21:58:44.278129,2025-02-04 15:58:44.278129,0
25,2,11,104,8968,6103,0.6805307760927743,0,0,4,4,1.0,N,N,0,2,8,N,2024-12-15 21:58:44.278131,2024-12-17 15:58:44.278131,0
44,1,31,104,38678,17857,0.4616836444490408,2,5492,3,2,0.6666666666666666,Y,N,1,1,9,N,2025-03-14 21:58:44.278134,2025-03-17 07:58:44.278134,0
26,2,32,102,21279,19627,0.9223647727806757,1,3073,4,3,0.75,N,N,0,3,5,N,2024-10-24 21:58:44.278136,2024-10-26 08:58:44.278136,0
54,1,32,101,8129,4478,0.550867265346291,5,7269,1,0,0.0,N,Y,1,1,1,N,2024-10-11 21:58:44.278138,2024-10-13 14:58:44.278138,0
50,1,32,103,43215,18565,0.4295962050214046,7,65919,4,4,1.0,N,N,0,3,5,N,2025-04-21 21:58:44.278141,2025-04-23 18:58:44.278141,1
59,2,45,101,43897,26025,0.5928651160671572,2,18194,0,0,0.0,N,N,0,4,8,N,2025-03-26 21:58:44.278143,2025-03-27 14:58:44.278143,0
61,1,44,104,10850,3096,0.2853456221198157,9,27811,4,0,0.0,N,N,0,1,2,Y,2025-06-27 21:58:44.278145,,0
41,1,44,104,25588,23030,0.9000312646553071,7,44723,0,0,0.0,N,N,0,4,8,N,2025-02-20 21:58:44.278148,2025-02-23 05:58:44.278148,0
32,1,11,103,45214,27832,0.6155615517317645,7,60238,1,1,1.0,Y,N,1,2,1,N,2024-11-15 21:58:44.278150,2024-11-17 14:58:44.278150,0
49,1,45,104,16949,11348,0.6695380258422325,4,3147,4,0,0.0,N,N,0,4,4,N,2024-10-25 21:58:44.278152,2024-10-28 18:58:44.278152,0
49,1,32,101,13519,9782,0.7235742288630815,7,39445,3,0,0.0,Y,Y,2,3,1,N,2024-12-13 21:58:44.278154,2024-12-15 13:58:44.278154,0
41,1,32,103,31375,5882,0.18747410358565736,5,41634,3,3,1.0,N,N,0,2,6,Y,2024-11-20 21:58:44.278157,2024-11-21 05:58:44.278157,1
58,1,31,102,38082,22366,0.5873115907777953,4,3013,3,3,1.0,N,Y,1,1,9,N,2024-11-28 21:58:44.278159,2024-12-01 16:58:44.278159,0
29,2,31,104,16737,5798,0.346418115552369,8,54502,4,0,0.0,N,N,0,1,8,Y,2024-11-28 21:58:44.278161,2024-11-30 22:58:44.278161,0
56,2,32,101,6134,1435,0.23394196283012716,6,52580,4,0,0.0,N,Y,1,3,6,N,2024-11-18 21:58:44.278164,2024-11-20 03:58:44.278164,0
19,1,32,103,15938,8415,0.5279834358137784,7,38755,4,3,0.75,N,Y,1,0,4,N,2025-01-09 21:58:44.278166,2025-01-12 08:58:44.278166,0
20,1,45,104,29486,24795,0.8409075493454521,0,0,0,0,0.0,N,N,0,0,3,N,2024-12-01 21:58:44.278168,2024-12-03 04:58:44.278168,0
54,1,44,101,31096,12466,0.40088757396449703,1,9733,1,0,0.0,N,N,0,1,3,N,2025-05-13 21:58:44.278170,,0
34,1,31,102,46115,42614,0.9240811015938415,7,10479,3,3,1.0,Y,N,1,3,9,N,2024-10-12 21:58:44.278173,2024-10-13 02:58:44.278173,0
19,1,44,104,10592,8456,0.7983383685800605,8,76361,0,0,0.0,Y,N,1,0,7,N,2024-10-22 21:58:44.278175,2024-10-25 05:58:44.278175,0
19,2,45,102,23108,9145,0.39575038947550634,3,22304,3,3,1.0,N,N,0,4,9,N,2024-12-21 21:58:44.278178,2024-12-23 18:58:44.278178,1
45,1,32,101,22270,4524,0.2031432420296363,9,36694,0,0,0.0,N,Y,1,1,9,N,2025-07-02 21:58:44.278180,2025-07-02 23:58:44.278180,0
40,1,44,101,32649,28309,0.8670709669515146,9,82171,4,0,0.0,N,N,0,4,9,Y,2024-09-24 21:58:44.278182,,0
54,1,32,101,15997,6559,0.41001437769581794,8,10490,3,0,0.0,N,N,0,3,9,N,2024-12-10 21:58:44.278184,2024-12-11 21:58:44.278184,0
49,1,32,104,38489,19158,0.4977526046402868,3,22252,4,0,0.0,N,N,0,4,9,N,2024-11-03 21:58:44.278187,,0
50,2,11,103,14104,5673,0.4022263187748156,9,7862,3,0,0.0,N,N,0,0,0,Y,2024-10-23 21:58:44.278189,2024-10-25 21:58:44.278189,0
18,2,44,101,5870,3124,0.5321976149914821,9,70959,2,1,0.5,N,N,0,0,4,N,2024-12-01 21:58:44.278191,2024-12-04 07:58:44.278191,0
36,1,44,102,33684,11706,0.3475240470252939,9,11450,0,0,0.0,N,N,0,2,1,N,2025-03-21 21:58:44.278194,2025-03-22 15:58:44.278194,0
19,2,32,102,44519,12070,0.27112019587142566,8,57022,2,1,0.5,N,Y,1,1,8,N,2025-01-21 21:58:44.278196,2025-01-24 07:58:44.278196,0
61,1,45,101,39524,924,0.023378200586985122,6,41927,0,0,0.0,N,N,0,3,6,N,2025-06-28 21:58:44.278198,2025-06-29 14:58:44.278198,0
43,2,11,102,35957,26478,0.7363795644797954,1,3073,1,0,0.0,N,N,0,1,9,N,2025-06-12 21:58:44.278200,,0
49,2,32,102,38885,5506,0.1415970168445416,8,50853,3,0,0.0,N,N,0,4,7,N,2024-08-17 21:58:44.278203,2024-08-19 00:58:44.278203,0
23,1,31,102,49369,46418,0.9402256476736414,3,11111,1,0,0.0,N,N,0,3,5,Y,2025-04-01 21:58:44.278205,2025-04-04 13:58:44.278205,0
49,1,31,103,40596,35163,0.8661690806976057,7,58265,1,1,1.0,N,Y,1,3,8,N,2025-01-10 21:58:44.278208,2025-01-13 13:58:44.278208,0
21,1,11,101,34866,24604,0.7056731486261688,6,7825,0,0,0.0,N,Y,1,0,5,N,2025-01-21 21:58:44.278210,2025-01-23 17:58:44.278210,0
28,1,45,103,35676,15310,0.42914003812086554,6,44420,2,2,1.0,N,N,0,4,6,N,2025-04-13 21:58:44.278212,2025-04-14 10:58:44.278212,1
34,2,32,103,18878,8226,0.4357453120033902,7,41736,4,4,1.0,N,N,0,0,6,Y,2024-09-06 21:58:44.278214,2024-09-08 15:58:44.278214,1
55,1,44,103,44760,11781,0.26320375335120644,0,0,0,0,0.0,N,Y,1,0,8,Y,2025-06-28 21:58:44.278217,2025-07-01 15:58:44.278217,0
41,1,11,103,32559,5515,0.1693848091157591,4,25530,4,1,0.25,N,N,0,2,7,Y,2025-02-04 21:58:44.278219,,0
22,2,45,102,11771,2670,0.22682864667402938,1,8776,1,1,1.0,N,N,0,0,0,N,2025-04-12 21:58:44.278222,2025-04-15 13:58:44.278222,1
51,2,44,104,21526,3365,0.1563225866394128,1,9558,4,0,0.0,N,N,0,1,3,N,2025-02-25 21:58:44.278224,2025-02-26 16:58:44.278224,0
23,1,31,103,34896,16972,0.48635946813388353,0,0,2,0,0.0,N,N,0,3,6,Y,2025-05-17 21:58:44.278226,2025-05-18 14:58:44.278226,0
39,1,31,102,36923,32092,0.8691601440836335,4,9719,0,0,0.0,N,N,0,0,7,N,2024-11-18 21:58:44.278229,2024-11-20 12:58:44.278229,0
28,1,44,104,41203,11410,0.27692158337985096,1,5886,2,1,0.5,Y,N,1,1,6,N,2024-11-22 21:58:44.278231,2024-11-23 09:58:44.278231,0
33,1,11,103,44390,19522,0.4397837350754675,3,29294,2,0,0.0,N,N,0,4,2,N,2025-03-09 21:58:44.278233,2025-03-10 12:58:44.278233,0
50,2,31,101,17852,9095,0.5094667264172081,2,5619,0,0,0.0,N,N,0,3,3,N,2025-04-16 21:58:44.278235,2025-04-18 09:58:44.278235,0
26,1,32,101,48391,23047,0.4762662478560063,2,14956,2,0,0.0,N,N,0,4,6,Y,2025-04-18 21:58:44.278238,2025-04-20 20:58:44.278238,0
23,1,44,101,6848,4086,0.5966705607476636,1,7875,3,0,0.0,N,N,0,1,7,N,2025-03-07 21:58:44.278240,2025-03-09 11:58:44.278240,0
33,1,44,104,36027,8531,0.23679462625253284,5,11100,3,3,1.0,N,N,0,4,6,Y,2025-03-17 21:58:44.278243,,1
46,1,31,103,40464,37038,0.9153321470937129,1,8856,3,3,1.0,N,N,0,4,5,N,2024-08-10 21:58:44.278245,2024-08-11 23:58:44.278245,0
20,2,11,104,39485,22403,0.5673800177282512,7,39169,4,3,0.75,N,N,0,4,8,N,2025-03-22 21:58:44.278247,2025-03-25 18:58:44.278247,0
37,2,32,103,24456,9906,0.405053974484789,7,29804,2,1,0.5,N,N,0,0,8,N,2025-01-01 21:58:44.278250,2025-01-04 02:58:44.278250,0
53,1,11,102,14259,12884,0.9035696752927975,4,36790,0,0,0.0,Y,N,1,0,6,N,2024-10-09 21:58:44.278252,2024-10-09 23:58:44.278252,0
36,1,45,101,40554,29122,0.7181042560536568,9,31988,0,0,0.0,Y,Y,2,0,7,N,2025-07-17 21:58:44.278254,2025-07-20 18:58:44.278254,0
43,1,45,103,18409,16940,0.9202020750719757,6,45443,4,2,0.5,N,N,0,3,5,N,2024-12-19 21:58:44.278257,2024-12-22 00:58:44.278257,0
20,2,31,103,8791,8022,0.9125241724490957,3,11912,0,0,0.0,N,N,0,1,0,N,2024-10-28 21:58:44.278259,2024-10-29 10:58:44.278259,0
36,2,31,104,30864,11279,0.3654419388284085,0,0,3,2,0.6666666666666666,N,N,0,0,0,Y,2024-08-20 21:58:44.278261,2024-08-23 15:58:44.278261,0
37,1,31,101,41639,38220,0.9178894786137995,1,6738,2,0,0.0,N,N,0,4,5,N,2024-12-18 21:58:44.278264,2024-12-21 08:58:44.278264,0
49,2,45,102,39574,6477,0.16366806489109012,9,88904,0,0,0.0,N,N,0,4,1,N,2025-04-22 21:58:44.278266,2025-04-23 07:58:44.278266,0
24,2,11,103,22888,17400,0.7602236980076896,9,68306,0,0,0.0,N,N,0,4,7,N,2025-02-15 21:58:44.278268,2025-02-15 23:58:44.278268,0
58,1,11,103,24692,6470,0.26202818726713106,3,13305,1,1,1.0,N,Y,1,4,0,N,2024-08-02 21:58:44.278270,2024-08-04 19:58:44.278270,0
50,2,31,103,28501,2062,0.07234833865478404,0,0,1,1,1.0,N,N,0,2,1,N,2025-01-12 21:58:44.278273,2025-01-13 19:58:44.278273,0
57,1,32,104,18304,9030,0.4933347902097902,7,10969,1,0,0.0,Y,N,1,3,7,N,2025-05-18 21:58:44.278275,2025-05-19 05:58:44.278275,0
56,1,11,101,32527,26213,0.8058843422387555,8,13404,2,1,0.5,N,Y,1,1,5,N,2024-10-06 21:58:44.278277,2024-10-07 19:58:44.278277,0
35,1,45,103,23074,20705,0.8973303285082778,3,9989,3,0,0.0,N,N,0,1,9,N,2025-04-14 21:58:44.278280,2025-04-16 18:58:44.278280,0
57,1,44,103,20549,19880,0.9674436712248772,9,66305,3,1,0.3333333333333333,N,N,0,0,1,Y,2024-10-17 21:58:44.278282,2024-10-18 19:58:44.278282,0
18,1,44,104,34963,34581,0.9890741641163515,2,4215,3,1,0.3333333333333333,N,Y,1,2,1,N,2025-06-07 21:58:44.278284,2025-06-09 18:58:44.278284,0
28,2,44,104,30920,11671,0.37745795601552395,1,7694,2,2,1.0,N,Y,1,1,6,N,2025-02-21 21:58:44.278287,2025-02-23 15:58:44.278287,0
45,1,32,102,35826,14308,0.3993747557639703,4,20360,2,0,0.0,N,N,0,3,4,N,2024-11-14 21:58:44.278289,2024-11-17 19:58:44.278289,0
42,2,31,101,41071,26027,0.6337074821650313,2,18136,1,1,1.0,N,N,0,4,4,N,2025-03-08 21:58:44.278291,,0
40,1,45,104,21061,2313,0.10982384502160392,9,62313,0,0,0.0,N,N,0,0,7,N,2024-09-24 21:58:44.278293,2024-09-25 15:58:44.278293,0
48,1,32,102,33810,9706,0.2870748299319728,6,35160,4,2,0.5,N,Y,1,3,6,N,2025-03-17 21:58:44.278296,2025-03-18 23:58:44.278296,0
47,1,45,104,27800,17615,0.6336330935251798,5,7789,4,3,0.75,N,N,0,1,8,N,2025-02-25 21:58:44.278298,,1
59,1,45,101,48423,9837,0.20314726472957065,0,0,0,0,0.0,N,N,0,2,3,Y,2025-01-17 21:58:44.278301,2025-01-19 01:58:44.278301,0
52,2,31,103,46692,38599,0.826672663411291,7,28181,1,1,1.0,N,N,0,0,9,N,2025-01-07 21:58:44.278303,2025-01-09 05:58:44.278303,0
24,1,44,104,14940,2999,0.20073627844712183,1,1677,0,0,0.0,N,Y,1,1,3,N,2024-12-23 21:58:44.278305,2024-12-24 15:58:44.278305,0
33,1,31,104,8924,3440,0.3854773644105782,4,1105,0,0,0.0,N,N,0,0,1,Y,2024-11-29 21:58:44.278308,2024-11-30 08:58:44.278308,0
43,1,32,102,33054,32088,0.9707750952986023,8,45247,4,4,1.0,N,N,0,1,2,N,2025-06-26 21:58:44.278310,,0
19,2,32,103,14783,11728,0.7933437056077928,7,6544,1,1,1.0,N,N,0,4,0,N,2025-04-29 21:58:44.278313,2025-05-01 13:58:44.278313,0
18,2,32,102,42253,26299,0.6224173431472322,1,2095,2,1,0.5,N,N,0,2,0,N,2025-03-10 21:58:44.278315,2025-03-12 08:58:44.278315,0
29,2,31,101,18233,1689,0.0926342346295179,8,14275,4,1,0.25,N,N,0,4,6,Y,2024-09-29 21:58:44.278317,,0
22,1,45,103,29484,26093,0.8849884683218017,4,35550,2,0,0.0,N,N,0,1,4,Y,2024-10-15 21:58:44.278320,2024-10-16 18:58:44.278320,0
54,1,45,103,30068,30063,0.9998337102567514,9,54693,1,1,1.0,N,N,0,3,2,N,2024-08-29 21:58:44.278322,2024-08-30 14:58:44.278322,0
49,1,11,104,5191,3917,0.7545752263533038,5,20641,0,0,0.0,N,N,0,4,6,Y,2025-05-24 21:58:44.278325,2025-05-25 09:58:44.278325,0
26,1,32,102,30074,23464,0.7802088182483208,2,7213,3,3,1.0,N,N,0,3,1,N,2025-05-13 21:58:44.278327,2025-05-15 07:58:44.278327,1
58,1,45,101,9917,8611,0.8683069476656247,2,15485,3,0,0.0,N,N,0,1,2,Y,2024-12-03 21:58:44.278329,2024-12-05 19:58:44.278329,0
52,1,11,101,43599,2936,0.06734099405949678,9,16605,1,1,1.0,N,N,0,2,0,N,2025-06-22 21:58:44.278332,2025-06-24 04:58:44.278332,1
36,1,45,102,30832,3862,0.1252594706798132,7,51713,3,3,1.0,N,N,0,3,7,Y,2024-11-07 21:58:44.278334,2024-11-08 21:58:44.278334,1
33,1,32,102,47928,14506,0.3026623268235687,9,21390,2,0,0.0,N,N,0,1,1,Y,2025-01-02 21:58:44.278336,2025-01-03 22:58:44.278336,0
20,2,44,104,25706,14318,0.5569905858554423,9,76403,3,1,0.3333333333333333,N,N,0,3,6,N,2025-03-10 21:58:44.278339,2025-03-11 03:58:44.278339,0
37,1,32,102,18682,15300,0.8189701316775506,1,4981,1,0,0.0,Y,N,1,4,8,Y,2024-11-17 21:58:44.278341,,0
41,1,31,104,31762,26026,0.8194068383603048,1,6682,1,1,1.0,N,Y,1,1,5,N,2024-09-09 21:58:44.278343,2024-09-11 21:58:44.278343,0
50,2,45,104,28383,27672,0.9749497938907092,4,6782,2,0,0.0,Y,N,1,4,1,N,2024-12-18 21:58:44.278346,2024-12-21 19:58:44.278346,0
41,1,45,103,32796,27281,0.8318392486888645,5,30799,3,2,0.6666666666666666,N,N,0,0,1,N,2025-01-09 21:58:44.278348,,0
28,2,31,104,28666,15674,0.5467801576780855,1,1600,3,1,0.3333333333333333,N,N,0,1,8,N,2024-10-01 21:58:44.278350,2024-10-03 17:58:44.278350,1
25,1,31,104,30662,28091,0.9161502837388298,4,23760,0,0,0.0,N,N,0,3,9,Y,2024-12-04 21:58:44.278353,2024-12-07 12:58:44.278353,0
53,1,44,102,39642,38328,0.9668533373694567,6,26993,4,2,0.5,N,N,0,0,7,Y,2024-11-14 21:58:44.278355,2024-11-17 13:58:44.278355,0
55,2,45,101,46830,18610,0.39739483237241086,9,2524,1,0,0.0,N,N,0,4,8,N,2025-05-23 21:58:44.278357,2025-05-26 20:58:44.278357,0
57,2,45,102,42531,1079,0.025369730314358938,9,50402,0,0,0.0,Y,N,1,4,3,N,2025-05-24 21:58:44.278359,2025-05-26 23:58:44.278359,0
37,2,44,103,15234,13466,0.8839438098989103,7,66614,1,1,1.0,N,N,0,3,3,N,2024-10-15 21:58:44.278362,2024-10-16 04:58:44.278362,0
52,1,11,104,14221,13983,0.9832641867660502,6,36891,0,0,0.0,N,N,0,0,1,N,2024-09-15 21:58:44.278364,2024-09-17 22:58:44.278364,0
42,1,44,102,16410,15327,0.9340036563071298,7,40832,4,1,0.25,N,N,0,2,9,N,2024-08-12 21:58:44.278367,2024-08-13 18:58:44.278367,0
52,1,32,104,19519,12755,0.653465853783493,8,46836,0,0,0.0,N,Y,1,3,0,Y,2025-02-15 21:58:44.278369,2025-02-18 16:58:44.278369,0
42,1,45,103,6051,2779,0.4592629317468187,4,9417,1,0,0.0,N,N,0,4,9,N,2025-05-26 21:58:44.278371,2025-05-29 17:58:44.278371,0
46,2,31,101,49993,7235,0.14472026083651712,4,14362,3,1,0.3333333333333333,Y,N,1,1,3,N,2025-03-29 21:58:44.278374,2025-03-31 02:58:44.278374,0
35,1,32,104,14765,813,0.05506264815441923,9,67745,1,0,0.0,N,N,0,0,9,N,2024-12-26 21:58:44.278376,2024-12-28 00:58:44.278376,0
63,2,45,102,16382,13560,0.8277377609571481,3,6153,2,2,1.0,Y,N,1,2,9,N,2025-03-28 21:58:44.278378,2025-03-30 12:58:44.278378,0
35,1,44,102,17580,2031,0.11552901023890785,8,71434,2,1,0.5,N,N,0,1,7,N,2024-08-27 21:58:44.278381,2024-08-29 09:58:44.278381,1
19,1,32,103,37323,14287,0.382793451758969,4,19562,2,2,1.0,N,Y,1,0,1,Y,2024-11-02 21:58:44.278383,2024-11-04 18:58:44.278383,0
52,1,45,101,49757,38679,0.7773579596840645,1,8610,2,0,0.0,N,Y,1,3,7,N,2025-07-02 21:58:44.278386,,0
33,2,11,103,16939,11695,0.69041856071787,9,16791,4,2,0.5,N,N,0,3,0,N,2024-08-02 21:58:44.278388,2024-08-04 00:58:44.278388,1
58,2,11,102,34964,32230,0.9218052854364489,7,59047,3,0,0.0,N,N,0,0,0,N,2025-02-02 21:58:44.278390,2025-02-03 16:58:44.278390,0
53,2,31,102,5307,2653,0.4999057848125118,6,36312,3,2,0.6666666666666666,N,Y,1,2,3,Y,2024-09-20 21:58:44.278393,2024-09-22 01:58:44.278393,0
50,2,45,104,8359,3340,0.39956932647445864,7,68906,1,0,0.0,N,N,0,0,6,Y,2024-10-11 21:58:44.278395,2024-10-14 00:58:44.278395,0
21,2,11,102,34648,1141,0.03293119371969522,2,5710,0,0,0.0,N,N,0,1,8,N,2025-02-10 21:58:44.278398,2025-02-12 21:58:44.278398,0
50,2,44,101,40944,25425,0.6209701055099648,3,1328,1,0,0.0,N,N,0,1,4,N,2024-11-11 21:58:44.278400,2024-11-13 12:58:44.278400,0
31,1,45,102,39019,19281,0.49414387862323483,4,39347,1,1,1.0,N,N,0,3,1,N,2025-01-18 21:58:44.278402,2025-01-19 16:58:44.278402,1
38,1,44,104,43134,42049,0.974845829276209,5,21612,1,0,0.0,N,N,0,0,6,N,2025-01-08 21:58:44.278405,,0
37,1,44,101,32323,20425,0.6319029793026637,0,0,1,1,1.0,N,N,0,3,1,N,2025-03-01 21:58:44.278407,2025-03-04 11:58:44.278407,1
25,2,11,101,11226,2038,0.1815428469624087,3,14122,3,3,1.0,N,N,0,2,8,N,2025-05-01 21:58:44.278409,2025-05-03 15:58:44.278409,1
24,2,45,101,26689,4270,0.15999100753119264,9,7794,0,0,0.0,N,N,0,1,8,N,2024-08-16 21:58:44.278412,2024-08-18 03:58:44.278412,0
20,1,32,101,35971,4683,0.13018820716688442,4,33888,1,0,0.0,N,N,0,4,2,N,2025-05-29 21:58:44.278414,2025-05-30 15:58:44.278414,0
34,2,11,104,30954,16878,0.5452607094398139,6,7749,3,3,1.0,N,N,0,4,7,Y,2025-04-24 21:58:44.278416,2025-04-25 18:58:44.278416,1
50,2,11,103,29423,7116,0.24185161268395472,4,21608,1,0,0.0,N,Y,1,0,3,Y,2025-01-16 21:58:44.278419,2025-01-18 23:58:44.278419,0
29,1,45,102,35391,29809,0.8422762849311972,0,0,2,2,1.0,N,N,0,0,2,N,2025-01-16 21:58:44.278421,,0
39,1,45,103,19330,1784,0.09229177444386963,6,16450,1,0,0.0,N,N,0,4,0,N,2025-07-14 21:58:44.278424,2025-07-17 15:58:44.278424,0
39,2,44,102,9891,3510,0.3548680618744313,7,57017,1,0,0.0,N,N,0,0,4,Y,2024-09-04 21:58:44.278426,2024-09-07 06:58:44.278426,0
63,1,45,104,9992,3786,0.3789031224979984,6,39411,4,2,0.5,N,N,0,1,3,Y,2025-03-29 21:58:44.278428,2025-04-01 01:58:44.278428,1
47,2,44,104,6961,5266,0.7565005028013216,3,25908,2,1,0.5,N,N,0,2,0,N,2024-08-18 21:58:44.278431,2024-08-18 22:58:44.278431,0
55,1,11,102,17497,9190,0.5252328970680689,7,12560,0,0,0.0,N,N,0,2,9,Y,2024-08-13 21:58:44.278433,2024-08-16 16:58:44.278433,0
55,2,31,104,37551,29709,0.7911640169369657,4,33463,1,1,1.0,N,N,0,3,7,N,2024-11-09 21:58:44.278435,2024-11-10 14:58:44.278435,0
62,2,32,104,15848,12661,0.798902069661787,9,32663,0,0,0.0,N,N,0,1,7,N,2025-03-07 21:58:44.278438,2025-03-08 19:58:44.278438,0
25,2,11,102,18255,14892,0.8157764995891537,8,69706,2,2,1.0,N,N,0,0,7,Y,2025-04-09 21:58:44.278440,2025-04-12 04:58:44.278440,0
44,1,45,101,9567,4658,0.48688199017455835,9,59773,1,0,0.0,N,N,0,0,2,N,2025-01-27 21:58:44.278442,,0
44,2,32,102,44281,43894,0.9912603599738037,4,34123,4,0,0.0,N,N,0,3,5,Y,2024-10-04 21:58:44.278444,2024-10-06 01:58:44.278444,0
51,2,31,104,25389,6869,0.2705502382921738,0,0,3,0,0.0,N,Y,1,3,6,N,2025-03-21 21:58:44.278447,,0
38,1,31,104,49523,40437,0.8165296932738324,8,10718,4,2,0.5,N,N,0,0,8,Y,2024-08-02 21:58:44.278449,2024-08-03 22:58:44.278449,0
47,2,44,104,48919,44306,0.9057012612686277,4,1028,4,2,0.5,N,Y,1,0,4,Y,2025-01-24 21:58:44.278452,2025-01-25 23:58:44.278452,0
50,1,32,104,21567,10065,0.46668521352065656,5,48599,3,0,0.0,N,N,0,1,8,Y,2025-06-18 21:58:44.278454,2025-06-21 20:58:44.278454,0
45,1,44,103,8358,6219,0.7440775305096913,3,18397,3,1,0.3333333333333333,N,N,0,3,5,Y,2025-05-24 21:58:44.278456,2025-05-25 04:58:44.278456,1
64,1,11,104,27999,20918,0.7470981106468089,5,44662,3,1,0.3333333333333333,N,N,0,1,9,Y,2024-07-22 21:58:44.278459,2024-07-23 17:58:44.278459,0
50,1,32,104,47358,28379,0.5992440559145235,7,46406,1,0,0.0,Y,N,1,0,9,N,2025-01-03 21:58:44.278461,2025-01-06 07:58:44.278461,0
22,1,11,102,15988,5979,0.3739679759819865,2,15889,0,0,0.0,N,N,0,4,9,N,2025-06-07 21:58:44.278463,2025-06-09 00:58:44.278463,0
36,2,44,103,45446,42939,0.9448356290982705,4,3024,0,0,0.0,N,N,0,4,3,N,2025-01-26 21:58:44.278466,2025-01-27 13:58:44.278466,0
21,1,32,104,36521,25274,0.6920401960515867,1,9490,3,2,0.6666666666666666,N,N,0,0,0,N,2024-08-22 21:58:44.278468,2024-08-24 13:58:44.278468,1
52,2,44,101,10698,1312,0.12263974574686858,1,6839,4,2,0.5,N,N,0,3,0,N,2024-12-11 21:58:44.278470,2024-12-13 21:58:44.278470,0
34,1,32,104,6273,2962,0.47218236888251236,6,14503,2,2,1.0,N,N,0,4,9,N,2024-12-22 21:58:44.278472,2024-12-22 23:58:44.278472,1
61,1,44,101,32543,13851,0.4256214854192914,9,55943,3,0,0.0,N,N,0,3,4,N,2025-02-10 21:58:44.278475,,0
45,1,31,102,36349,5296,0.14569864370409089,9,76839,4,0,0.0,Y,N,1,4,2,N,2024-08-19 21:58:44.278477,2024-08-21 14:58:44.278477,0
47,2,44,104,16241,7204,0.44356874576688626,9,83674,4,2,0.5,N,N,0,3,4,N,2024-12-02 21:58:44.278479,,0
46,1,31,101,14497,5730,0.39525419052217703,5,26345,1,1,1.0,N,N,0,4,4,N,2025-04-24 21:58:44.278482,,1
63,2,44,101,46875,13921,0.2969813333333333,3,21119,1,1,1.0,N,Y,1,3,0,N,2025-01-26 21:58:44.278484,2025-01-29 16:58:44.278484,0
23,2,32,102,37703,32894,0.8724504681325094,4,30505,0,0,0.0,N,Y,1,1,7,N,2024-11-15 21:58:44.278487,2024-11-17 03:58:44.278487,0
52,2,32,104,49041,5602,0.11423094961358864,0,0,0,0,0.0,N,N,0,3,4,N,2024-07-23 21:58:44.278489,,0
58,1,32,101,36954,17575,0.4755912756399848,6,2906,2,0,0.0,N,Y,1,1,4,N,2025-01-26 21:58:44.278491,,0
54,1,45,104,13002,2639,0.20296877403476388,7,41167,2,1,0.5,N,Y,1,1,8,N,2024-08-17 21:58:44.278494,,0
