aprv_status,age,gender_cd,ocr_ethnic,residence_pr_cd,residence_city_cd,residence_area_cd,census_pr_cd,census_city_cd,census_area_cd,occ_cd,pril_bal,crdt_lim_yx,avail_bal_cash,total_loan_cnt,total_loan_amt,apply_cnt,apply_amt,wdraw_cnt,wdraw_amt,lim_use_rate,cust_recv_time,touch_time,cust_date,push_cnt,sms_charge_cnt,tel_call_type,tel_call_dur,tel_call_inav_cnt,touch_status,click_status,is_coupon_issue,is_credit,is_apply,is_wdraw,is_login,delay_days,if_bj_10_yn,if_bj_30_yn,wdraw_amt_t0,wdraw_amt_t3,wdraw_amt_t7,wdraw_amt_t10,wdraw_amt_t14,wdraw_amt_t15,wdraw_amt_t30,first_biz_name,second_biz_name,third_biz_name,db_src,prod_cd,cust_gp_code,cust_gp_name,touch_name,touch_id,touch_type,channel_name,channel_id,plan_id,plan_name,channel_task_id,subscribe_no,decision_id,decision_name,t1_cust_id,t2_cust_id
0,43,1,回族,19,1101,323101,16,2601,279101,015,3286.36,35746.19,32459.83,14,15456.94,2,11771.61,2,6878.75,0.0919,2025-04-04,2025-05-06 14:56:22,2025-04-04,7,4,1,159,7,失败,点击,Y,N,Y,Y,Y,6,N,N,4800.38,5873.4,6171.38,6232.17,6298.19,6589.82,6878.75,经营贷款,现金贷,大额分期,营销系统,P032,G0002,新客户,触达计划_5,T98672,电话,自有渠道,C001,PL5614,营销计划_45,TASK385049,S85318699,D21600,系统初审,CUST000000151,USER00000151
0,63,1,汉族,06,2101,041101,20,2001,228101,006,10096.26,4236.74,0.0,14,56343.36,1,3515.55,1,1786.56,2.383,2024-10-05,2025-02-26 09:15:02,2024-10-05,2,4,1,151,4,成功,未点击,N,Y,N,N,N,0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1786.56,经营贷款,分期贷,小额速贷,核心系统,P047,G0021,新客户,触达计划_16,T40074,APP推送,自有渠道,C008,PL7030,营销计划_32,TASK559929,S14176880,D34104,复核,CUST000000152,#N/A
0,51,2,汉族,33,2101,296101,22,3301,185101,015,840.69,3097.09,2256.4,13,39412.38,4,4044.82,1,3727.91,0.2714,2025-06-22,2025-07-24 06:51:43,2025-06-22,2,2,,0,0,成功,未点击,N,N,N,N,Y,12,N,N,0.0,0.0,0.0,0.0,0.0,0.0,3727.91,信用卡,分期贷,应急贷,信贷系统,P030,G0016,优质客户,触达计划_7,T96846,APP推送,合作渠道A,C014,PL1923,营销计划_14,TASK175466,S47346564,D69578,自动审批,CUST000000153,#N/A
0,31,1,其他,19,2201,091101,07,1401,242101,007,218.0,5023.42,4805.42,6,50998.35,0,0.0,0,0.0,0.0434,2025-05-28,,2025-05-28,7,2,3,74,4,成功,,N,Y,N,N,N,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,经营贷款,分期贷,消费分期,核心系统,P046,G0023,潜力客户,触达计划_15,T71401,公众号,合作渠道C,C001,PL5786,营销计划_16,TASK789794,S82959349,D29994,人工审批,CUST000000154,#N/A
1,43,2,其他,01,0701,052101,23,1701,160101,005,3771.52,4741.12,969.6,16,125541.0,3,3573.01,3,3379.47,0.7955,2025-03-31,,2025-03-31,7,4,,0,0,未触达,点击,N,N,N,N,N,10,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,3379.47,消费信贷,分期贷,消费分期,核心系统,P041,G0011,潜力客户,触达计划_19,T34613,电话,合作渠道A,C005,PL7758,营销计划_39,TASK751391,S50736798,D87772,人工审批,CUST000000155,USER00000155
0,62,1,其他,05,1701,114101,29,2101,286101,004,4545.29,16894.17,12348.88,18,13093.47,7,17275.36,6,12823.4,0.269,2024-09-21,2024-11-29 13:22:37,2024-09-21,7,1,1,170,1,成功,未点击,Y,N,N,N,N,2,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,12823.4,经营贷款,循环贷,小额速贷,信贷系统,P003,G0028,存量客户,触达计划_2,T68574,电话,合作渠道B,C005,PL8467,营销计划_48,TASK989264,S58871816,D22839,人工审批,CUST000000156,USER00000156
1,44,1,汉族,27,0201,010101,16,1601,238101,018,27844.73,1247.23,0.0,6,190144.36,0,0.0,0,0.0,22.3253,2025-02-17,2025-04-18 16:41:23,2025-02-17,0,4,,0,0,成功,未点击,N,N,N,N,N,12,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,经营贷款,专项贷,应急贷,数据平台,P025,G0014,存量客户,触达计划_16,T15825,短信,合作渠道B,C014,PL8221,营销计划_17,TASK590248,S14158239,D19401,系统初审,CUST000000157,USER00000157
0,26,1,蒙古族,16,1201,070101,28,1601,180101,003,443.39,2223.27,1779.88,2,1669.0,4,32288.97,2,21859.18,0.1994,2024-08-04,,2024-08-04,7,0,2,48,6,失败,点击,N,N,N,N,N,5,N,N,0.0,0.0,0.0,0.0,0.0,0.0,21859.18,消费信贷,专项贷,小额速贷,信贷系统,P028,G0003,风险客户,触达计划_9,T50587,短信,合作渠道B,C007,PL3258,营销计划_20,TASK369101,S18832004,D78812,自动审批,CUST000000158,USER00000158
1,43,1,汉族,06,1801,279101,31,2001,232101,017,16848.9,12231.75,0.0,2,110874.73,3,1968.95,3,1697.75,1.3775,2025-06-27,,2025-06-27,7,3,,0,0,未触达,未点击,N,N,N,N,Y,8,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,1697.75,经营贷款,分期贷,大额分期,数据平台,P015,G0007,存量客户,触达计划_18,T51248,电话,合作渠道A,C017,PL5542,营销计划_12,TASK163425,S33626418,D88159,人工审批,#N/A,USER00000159
0,64,1,维吾尔族,13,1101,189101,14,2901,222101,018,103893.49,17111.96,0.0,17,123106.92,5,9700.41,5,6310.05,6.0714,2025-05-09,,2025-05-09,1,4,,0,0,成功,点击,N,N,N,N,N,4,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,6310.05,其他,分期贷,大额分期,核心系统,P017,G0008,优质客户,触达计划_10,T99038,APP推送,自有渠道,C011,PL1069,营销计划_9,TASK370850,S25580213,D30257,系统初审,CUST000000160,#N/A
0,39,1,藏族,19,1601,233101,33,2801,291101,018,1691.47,17498.14,15806.67,19,6893.23,6,14500.5,5,7258.69,0.0967,2024-11-09,2024-11-27 21:58:44,2024-11-09,8,4,,0,0,成功,点击,N,N,N,N,N,12,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,7258.69,消费信贷,分期贷,消费分期,核心系统,P002,G0013,存量客户,触达计划_4,T97532,短信,合作渠道B,C007,PL6913,营销计划_8,TASK529313,S71873882,D49215,人工审批,CUST000000161,USER00000161
1,64,2,其他,12,1801,015101,09,0801,050101,002,429.91,3151.26,2721.35,13,2500.0,8,21797.93,0,0.0,0.1364,2024-08-30,,2024-08-30,6,3,,0,0,成功,点击,N,N,Y,N,Y,13,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,信用卡,循环贷,大额分期,营销系统,P027,G0019,存量客户,触达计划_2,T50704,APP推送,合作渠道B,C001,PL9125,营销计划_41,TASK564213,S89265271,D90720,复核,CUST000000162,#N/A
1,47,1,蒙古族,16,2601,112101,27,2401,131101,013,1618.96,2505.09,886.13,2,15548.96,0,0.0,0,0.0,0.6463,2025-05-23,2025-08-16 09:22:21,2025-05-23,7,3,0,208,2,失败,,Y,N,N,N,Y,4,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,信用卡,循环贷,大额分期,营销系统,P036,G0011,优质客户,触达计划_14,T72688,APP推送,合作渠道A,C015,PL8391,营销计划_37,TASK993916,S61699483,D83710,复核,CUST000000163,#N/A
1,60,2,回族,10,1601,019101,24,0301,236101,015,3044.24,4411.8,1367.56,6,40364.45,9,7325.87,8,4212.46,0.69,2025-05-24,2025-07-13 02:48:03,2025-05-24,1,0,3,141,3,成功,点击,Y,Y,N,N,Y,8,N,N,0.0,0.0,0.0,0.0,0.0,0.0,4212.46,消费信贷,现金贷,小额速贷,核心系统,P014,G0001,优质客户,触达计划_1,T24363,APP推送,合作渠道B,C019,PL1367,营销计划_21,TASK292928,S89286186,D60854,复核,CUST000000164,USER00000164
0,34,1,回族,25,0601,080101,13,2501,303101,005,6944.34,10805.9,3861.56,6,13324.39,3,6595.47,3,4962.44,0.6426,2025-03-17,,2025-03-17,3,3,1,85,2,失败,未点击,Y,N,N,N,Y,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,4962.44,信用卡,专项贷,小额速贷,营销系统,P043,G0019,风险客户,触达计划_8,T22989,APP推送,合作渠道A,C010,PL2883,营销计划_42,TASK912425,S62071931,D60687,人工审批,#N/A,USER00000165
1,43,2,藏族,20,1201,099101,26,1901,097101,003,1227.71,48173.91,46946.2,4,46766.07,5,16578.16,5,10049.03,0.0255,2025-04-20,,2025-04-20,6,2,3,259,9,成功,点击,N,N,N,N,N,8,N,N,0.0,0.0,0.0,0.0,0.0,0.0,10049.03,信用卡,分期贷,应急贷,数据平台,P032,G0013,潜力客户,触达计划_11,T57860,公众号,自有渠道,C009,PL6308,营销计划_32,TASK547342,S14958987,D36573,系统初审,CUST000000166,USER00000166
0,53,2,蒙古族,31,1301,235101,29,3301,276101,005,30723.95,694.42,0.0,2,402969.29,9,11312.15,6,6078.15,44.244,2024-11-28,2025-03-08 20:39:06,2024-11-28,5,4,,0,0,未触达,点击,N,N,N,N,Y,5,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,6078.15,信用卡,现金贷,小额速贷,信贷系统,P012,G0022,存量客户,触达计划_1,T69725,公众号,合作渠道B,C013,PL7529,营销计划_37,TASK154324,S66590535,D85525,人工审批,CUST000000167,#N/A
0,18,2,汉族,04,0401,167101,28,0201,038101,005,560.15,6217.51,5657.36,17,2843.9,6,5350.87,6,4327.39,0.0901,2025-06-03,,2025-06-03,6,3,0,93,1,成功,点击,N,Y,N,N,Y,4,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,4327.39,消费信贷,专项贷,应急贷,核心系统,P023,G0017,新客户,触达计划_5,T48260,短信,合作渠道B,C013,PL9876,营销计划_46,TASK880965,S25914256,D80603,系统初审,#N/A,#N/A
1,25,2,汉族,23,0201,237101,28,1501,256101,005,219.46,1637.27,1417.81,14,1174.79,6,12646.9,6,12343.17,0.134,2025-06-21,,2025-06-21,0,0,2,232,3,成功,未点击,N,Y,N,N,Y,9,N,N,0.0,0.0,0.0,0.0,0.0,0.0,12343.17,经营贷款,现金贷,消费分期,核心系统,P016,G0009,潜力客户,触达计划_13,T24138,电话,合作渠道B,C006,PL6076,营销计划_18,TASK339764,S59266913,D79857,人工审批,CUST000000169,USER00000169
1,52,2,维吾尔族,02,2601,135101,08,2201,325101,003,15678.81,1115.78,0.0,19,19851.87,7,6630.57,1,4345.36,14.0519,2025-07-11,2025-07-29 17:11:06,2025-07-11,7,3,3,262,7,失败,点击,N,N,N,N,Y,1,N,N,0.0,0.0,0.0,0.0,0.0,0.0,4345.36,信用卡,循环贷,小额速贷,营销系统,P044,G0019,优质客户,触达计划_17,T49472,公众号,合作渠道A,C008,PL7925,营销计划_29,TASK151166,S91086481,D66305,系统初审,CUST000000170,USER00000170
0,32,2,维吾尔族,22,2701,218101,23,1001,253101,003,98.3,25857.29,25758.99,13,7940.62,9,3941.66,9,3115.18,0.0038,2025-06-29,2025-08-12 17:50:09,2025-06-29,6,4,1,40,7,失败,点击,Y,N,N,N,Y,10,N,N,0.0,0.0,0.0,0.0,0.0,0.0,3115.18,其他,循环贷,小额速贷,核心系统,P002,G0019,存量客户,触达计划_10,T99388,电话,合作渠道A,C012,PL7820,营销计划_7,TASK598338,S93829364,D75564,人工审批,#N/A,USER00000171
0,64,2,汉族,08,2701,106101,29,1801,070101,018,2194.71,15576.98,13382.27,3,10716.37,7,5146.08,4,5026.7,0.1409,2025-01-12,2025-01-16 15:38:19,2025-01-12,3,1,1,210,5,失败,,Y,N,N,N,Y,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,5026.7,经营贷款,现金贷,小额速贷,核心系统,P007,G0028,风险客户,触达计划_7,T31618,短信,合作渠道C,C002,PL4713,营销计划_40,TASK993378,S47726217,D88427,自动审批,CUST000000172,#N/A
1,39,2,回族,07,1501,083101,05,2201,156101,004,320142.57,13895.5,0.0,7,147321.08,7,14526.1,7,11987.54,23.0393,2024-11-21,2025-04-04 22:17:25,2024-11-21,0,3,0,61,3,失败,未点击,Y,N,N,N,N,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,11987.54,经营贷款,现金贷,消费分期,数据平台,P021,G0023,新客户,触达计划_13,T56063,APP推送,自有渠道,C016,PL4201,营销计划_37,TASK638194,S13537958,D72404,自动审批,CUST000000173,USER00000173
1,31,1,其他,14,0801,124101,07,2701,183101,001,2927.59,24470.68,21543.09,12,18381.05,7,2660.57,2,2225.72,0.1196,2024-10-25,2025-01-09 21:48:39,2024-10-25,7,2,0,81,7,成功,点击,N,N,N,N,Y,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,2225.72,信用卡,专项贷,小额速贷,数据平台,P031,G0023,潜力客户,触达计划_4,T28004,电话,合作渠道C,C012,PL2920,营销计划_6,TASK583861,S20616872,D84708,系统初审,#N/A,USER00000174
1,43,1,回族,03,0701,200101,27,1301,287101,016,554.93,4556.62,4001.69,7,21089.0,7,30564.76,5,18016.83,0.1218,2025-07-04,,2025-07-04,9,4,2,30,5,成功,未点击,Y,N,N,N,N,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,18016.83,信用卡,分期贷,大额分期,信贷系统,P023,G0029,存量客户,触达计划_13,T61595,公众号,合作渠道C,C018,PL9879,营销计划_20,TASK389635,S32137028,D90486,复核,CUST000000175,USER00000175
0,45,2,维吾尔族,16,1201,179101,02,3301,343101,008,2735.05,4821.47,2086.42,14,11439.23,5,4151.69,5,3098.43,0.5673,2025-04-30,,2025-04-30,6,0,2,25,6,成功,点击,N,N,N,N,Y,6,N,N,0.0,0.0,0.0,0.0,0.0,0.0,3098.43,经营贷款,专项贷,小额速贷,核心系统,P025,G0006,优质客户,触达计划_1,T30220,电话,合作渠道C,C003,PL1152,营销计划_9,TASK874866,S70993744,D15108,复核,#N/A,USER00000176
0,40,2,藏族,19,1301,316101,25,0501,151101,017,2762.24,111622.37,108860.13,16,20781.08,8,538.15,6,367.85,0.0247,2025-03-18,2025-08-25 19:04:52,2025-03-18,7,4,0,25,3,未触达,未点击,N,N,N,N,N,13,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,367.85,信用卡,专项贷,应急贷,营销系统,P035,G0007,潜力客户,触达计划_11,T62883,公众号,合作渠道A,C018,PL5653,营销计划_9,TASK834573,S38604079,D58741,复核,CUST000000177,USER00000177
0,31,2,汉族,18,1701,213101,09,2601,053101,008,3793.24,6027.66,2234.42,4,32950.19,2,15725.69,2,11565.91,0.6293,2025-01-06,2025-07-14 23:47:22,2025-01-06,9,1,,0,0,成功,未点击,Y,N,N,N,Y,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,11565.91,消费信贷,循环贷,大额分期,信贷系统,P035,G0005,新客户,触达计划_9,T39024,电话,合作渠道B,C011,PL8517,营销计划_8,TASK949219,S49921426,D83057,系统初审,CUST000000178,USER00000178
0,41,2,维吾尔族,16,1701,065101,27,1301,153101,007,8049.74,19577.94,11528.2,19,1435296.92,5,316.79,5,285.24,0.4112,2024-08-26,2025-04-22 01:12:29,2024-08-26,0,0,2,87,7,成功,点击,Y,N,N,N,N,2,N,N,0.0,0.0,0.0,0.0,0.0,0.0,285.24,消费信贷,循环贷,小额速贷,营销系统,P045,G0008,优质客户,触达计划_13,T27521,公众号,合作渠道B,C005,PL8176,营销计划_17,TASK129535,S92436884,D96740,自动审批,CUST000000179,USER00000179
0,19,9,维吾尔族,08,2101,217101,01,2701,342101,008,627.24,8165.37,7538.13,3,33506.22,4,2405.94,4,1757.18,0.0768,2024-09-03,2025-04-07 08:22:43,2024-09-03,4,1,2,249,8,成功,点击,N,N,Y,N,N,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1757.18,信用卡,现金贷,小额速贷,核心系统,P007,G0026,新客户,触达计划_11,T20753,APP推送,合作渠道A,C013,PL7473,营销计划_24,TASK478375,S58560642,D16615,系统初审,CUST000000180,#N/A
0,62,1,其他,33,0801,050101,23,1401,064101,012,37470.98,881.91,0.0,10,126000.7,7,148293.35,7,78806.84,42.4884,2024-12-23,2025-03-07 11:44:40,2024-12-23,8,1,1,46,2,未触达,未点击,Y,N,N,N,N,2,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,78806.84,经营贷款,循环贷,消费分期,营销系统,P005,G0014,存量客户,触达计划_8,T84273,电话,合作渠道C,C010,PL4790,营销计划_40,TASK289234,S87390206,D32842,人工审批,CUST000000181,#N/A
1,43,1,汉族,12,0501,041101,10,2401,316101,016,4305.6,696.76,0.0,17,29132.2,3,28911.41,3,27545.95,6.1795,2025-04-07,2025-05-21 06:33:04,2025-04-07,4,2,2,241,2,未触达,,Y,N,N,N,Y,1,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,27545.95,信用卡,专项贷,应急贷,营销系统,P032,G0018,潜力客户,触达计划_7,T55337,短信,自有渠道,C015,PL7896,营销计划_23,TASK855353,S56990762,D38537,人工审批,#N/A,#N/A
0,31,1,其他,11,2601,024101,25,0301,170101,012,8867.88,4044.93,0.0,9,1051.86,3,26182.61,2,20223.66,2.1923,2024-11-17,,2024-11-17,9,3,1,222,6,未触达,点击,N,N,N,N,Y,0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,20223.66,其他,现金贷,大额分期,信贷系统,P005,G0021,风险客户,触达计划_15,T41325,电话,合作渠道A,C006,PL5098,营销计划_33,TASK269522,S79599104,D86054,人工审批,CUST000000183,USER00000183
0,24,1,汉族,05,1601,071101,03,3001,294101,019,1161.86,28776.71,27614.85,16,9408.72,9,2116.28,5,2036.38,0.0404,2025-06-02,2025-07-03 00:27:45,2025-06-02,2,2,3,202,8,成功,点击,N,Y,Y,N,Y,2,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,2036.38,消费信贷,现金贷,大额分期,核心系统,P025,G0027,存量客户,触达计划_15,T35335,公众号,合作渠道C,C016,PL8576,营销计划_22,TASK306272,S58944381,D84567,人工审批,#N/A,USER00000184
0,20,2,其他,27,2801,164101,06,1401,334101,010,20528.58,20867.54,338.96,14,33468.7,9,6477.2,8,5092.23,0.9838,2025-01-21,2025-05-02 21:03:19,2025-01-21,8,2,2,69,5,失败,未点击,Y,Y,N,N,Y,2,N,N,0.0,0.0,0.0,0.0,0.0,0.0,5092.23,经营贷款,循环贷,消费分期,信贷系统,P031,G0025,存量客户,触达计划_12,T19536,电话,合作渠道A,C008,PL2059,营销计划_47,TASK938698,S70344867,D12414,人工审批,#N/A,USER00000185
1,64,1,回族,12,2901,293101,06,1201,207101,007,2027.22,24267.48,22240.26,5,65193.94,4,35943.95,0,0.0,0.0835,2025-04-18,2025-08-25 07:22:19,2025-04-18,8,2,0,198,1,成功,未点击,N,N,N,N,Y,6,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,其他,分期贷,大额分期,核心系统,P020,G0020,风险客户,触达计划_17,T41085,短信,合作渠道B,C003,PL3858,营销计划_22,TASK452648,S97421434,D79962,人工审批,CUST000000186,USER00000186
0,40,2,藏族,17,1201,218101,02,2801,168101,012,4520.28,2478.84,0.0,15,30192.32,5,17458.21,2,13555.16,1.8235,2025-05-25,,2025-05-25,3,0,,0,0,成功,点击,Y,N,N,N,N,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,13555.16,信用卡,循环贷,大额分期,数据平台,P022,G0024,风险客户,触达计划_6,T43287,APP推送,合作渠道B,C005,PL8601,营销计划_27,TASK169794,S34127975,D34972,复核,CUST000000187,USER00000187
0,63,1,藏族,06,3001,329101,18,2901,089101,005,735.35,56333.63,55598.28,14,87599.2,3,31666.93,1,24949.41,0.0131,2024-09-14,,2024-09-14,3,3,1,135,9,成功,点击,N,N,N,N,Y,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,24949.41,消费信贷,现金贷,应急贷,信贷系统,P038,G0003,优质客户,触达计划_13,T18000,电话,合作渠道B,C015,PL6950,营销计划_48,TASK686193,S62745005,D97860,复核,CUST000000188,#N/A
1,60,2,汉族,33,2301,196101,23,1701,040101,016,668.21,2545.62,1877.41,7,2465.19,1,68723.2,1,41726.66,0.2625,2025-03-06,2025-04-06 14:55:20,2025-03-06,7,3,1,212,4,成功,点击,N,Y,N,N,Y,9,N,N,0.0,0.0,0.0,0.0,0.0,0.0,41726.66,其他,现金贷,小额速贷,核心系统,P013,G0022,新客户,触达计划_16,T96125,APP推送,合作渠道C,C003,PL9148,营销计划_2,TASK317599,S56004695,D15697,人工审批,CUST000000189,USER00000189
0,64,2,蒙古族,05,1601,139101,02,2101,121101,009,8369.15,10460.79,2091.64,8,23699.01,1,17892.41,1,13160.13,0.8,2024-10-04,2025-03-12 13:33:37,2024-10-04,6,0,,0,0,失败,点击,N,N,N,N,N,8,N,N,0.0,0.0,0.0,0.0,0.0,0.0,13160.13,经营贷款,分期贷,小额速贷,数据平台,P039,G0008,存量客户,触达计划_1,T90777,APP推送,合作渠道A,C015,PL3266,营销计划_31,TASK895794,S61902358,D46350,系统初审,CUST000000190,USER00000190
0,62,1,维吾尔族,28,1401,136101,12,2301,055101,007,1532.4,8003.04,6470.64,10,161449.0,2,1850.44,2,1350.3,0.1915,2025-07-19,,2025-07-19,4,2,1,270,8,未触达,未点击,N,Y,Y,N,N,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1350.3,消费信贷,专项贷,大额分期,数据平台,P002,G0014,优质客户,触达计划_13,T38191,APP推送,合作渠道C,C002,PL3248,营销计划_13,TASK769615,S49820819,D22170,自动审批,CUST000000191,USER00000191
0,35,2,维吾尔族,14,1001,301101,22,2001,214101,014,828.21,6577.11,5748.9,1,5128.97,1,16614.95,1,13482.0,0.1259,2024-12-31,,2024-12-31,5,2,3,103,2,成功,点击,N,N,N,N,N,0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,13482.0,信用卡,现金贷,应急贷,数据平台,P022,G0025,优质客户,触达计划_7,T22967,公众号,合作渠道A,C012,PL5489,营销计划_2,TASK457199,S49398836,D37181,人工审批,#N/A,USER00000192
0,55,1,汉族,05,0701,123101,20,1101,061101,011,1135.95,40388.91,39252.96,12,118289.13,0,0.0,0,0.0,0.0281,2025-04-12,2025-06-17 11:30:00,2025-04-12,2,1,2,109,2,未触达,未点击,N,N,N,N,Y,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,信用卡,分期贷,消费分期,信贷系统,P009,G0014,存量客户,触达计划_13,T54574,电话,自有渠道,C005,PL8706,营销计划_46,TASK340795,S37997182,D66349,人工审批,#N/A,#N/A
0,52,1,其他,33,2901,208101,24,3401,147101,007,8505.17,3476.8,0.0,3,109465.11,7,1721.53,5,1361.51,2.4463,2024-07-26,2025-03-16 03:57:45,2024-07-26,5,1,0,294,1,成功,,Y,Y,N,N,Y,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1361.51,消费信贷,专项贷,小额速贷,数据平台,P002,G0029,新客户,触达计划_7,T23246,电话,合作渠道B,C009,PL9792,营销计划_7,TASK913570,S87537058,D71702,系统初审,CUST000000194,USER00000194
1,32,1,蒙古族,19,0301,022101,20,1001,083101,010,1160.31,1604.35,444.04,8,3444.26,4,23705.66,4,14708.79,0.7232,2025-01-22,2025-08-14 07:38:07,2025-01-22,7,4,,0,0,成功,未点击,N,N,N,N,N,0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,14708.79,其他,循环贷,大额分期,核心系统,P045,G0007,风险客户,触达计划_8,T82003,短信,自有渠道,C004,PL8986,营销计划_11,TASK413489,S50834209,D16551,复核,CUST000000195,USER00000195
1,42,1,回族,22,1501,280101,01,1001,050101,009,2498.68,8299.87,5801.19,4,36563.94,9,34285.83,7,24796.29,0.3011,2024-08-18,2025-05-27 11:32:52,2024-08-18,9,1,1,126,9,成功,未点击,N,Y,N,N,Y,2,N,N,0.0,0.0,0.0,0.0,0.0,0.0,24796.29,消费信贷,分期贷,大额分期,信贷系统,P032,G0006,存量客户,触达计划_18,T24347,APP推送,合作渠道B,C007,PL1835,营销计划_47,TASK242847,S50498734,D37742,系统初审,CUST000000196,USER00000196
1,54,1,其他,05,1901,098101,01,0601,086101,004,3048.92,5015.1,1966.18,18,27951.36,0,0.0,0,0.0,0.6079,2024-12-20,,2024-12-20,8,3,1,208,1,成功,未点击,N,N,N,N,Y,3,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,消费信贷,专项贷,应急贷,营销系统,P008,G0027,新客户,触达计划_17,T77358,公众号,自有渠道,C016,PL9591,营销计划_26,TASK750508,S34449039,D35519,自动审批,CUST000000197,USER00000197
0,45,2,其他,02,1301,224101,17,2401,196101,016,168.0,466428.26,466260.26,2,16906.54,8,11903.31,4,6173.65,0.0004,2025-01-29,2025-02-13 02:55:30,2025-01-29,2,0,,0,0,成功,未点击,N,N,N,N,Y,10,N,N,0.0,0.0,0.0,0.0,0.0,0.0,6173.65,消费信贷,现金贷,应急贷,数据平台,P016,G0006,风险客户,触达计划_16,T93944,公众号,合作渠道C,C013,PL2007,营销计划_49,TASK484410,S42422870,D15085,自动审批,CUST000000198,USER00000198
0,27,2,汉族,30,2101,287101,01,1201,061101,010,328.1,18247.97,17919.87,2,2229.8,7,673.71,2,444.85,0.018,2025-01-08,2025-01-26 21:56:37,2025-01-08,7,2,2,79,7,失败,,N,N,N,N,N,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,444.85,其他,现金贷,应急贷,信贷系统,P033,G0012,潜力客户,触达计划_17,T25382,短信,合作渠道B,C002,PL9958,营销计划_21,TASK438215,S83572971,D97082,系统初审,#N/A,USER00000199
0,56,2,汉族,04,2701,212101,30,2301,096101,019,4936.52,4958.17,21.65,5,14844.88,3,31211.06,1,19890.37,0.9956,2025-07-21,2025-08-08 00:03:14,2025-07-21,2,4,3,88,4,失败,未点击,Y,N,Y,N,Y,12,N,N,0.0,0.0,0.0,0.0,0.0,0.0,19890.37,消费信贷,分期贷,大额分期,营销系统,P011,G0022,存量客户,触达计划_8,T76720,电话,合作渠道C,C002,PL1432,营销计划_49,TASK106950,S79468848,D36361,人工审批,CUST000000200,USER00000200
1,34,1,维吾尔族,33,2901,083101,03,2701,118101,017,986.79,2281.68,1294.89,9,17423.17,7,20992.36,7,14767.45,0.4325,2025-05-10,2025-07-06 00:25:01,2025-05-10,1,1,,0,0,未触达,未点击,N,N,N,N,N,0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,14767.45,经营贷款,循环贷,应急贷,信贷系统,P032,G0015,存量客户,触达计划_7,T90135,电话,合作渠道C,C009,PL9591,营销计划_15,TASK520153,S30781128,D85209,复核,CUST000000201,#N/A
0,56,2,汉族,13,2001,034101,11,0601,234101,009,14546.23,848.66,0.0,4,1724.25,9,10940.96,0,0.0,17.1402,2024-11-06,2025-02-02 06:59:21,2024-11-06,4,4,1,38,4,成功,点击,Y,Y,N,N,Y,11,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,信用卡,分期贷,大额分期,数据平台,P008,G0026,新客户,触达计划_18,T92299,公众号,合作渠道A,C015,PL6121,营销计划_16,TASK737207,S93806461,D97558,人工审批,CUST000000202,#N/A
0,39,1,汉族,20,2501,110101,24,0101,257101,013,12710.84,2367.85,0.0,2,3109.67,6,1802.74,6,1372.09,5.3681,2025-04-24,,2025-04-24,3,0,0,153,4,失败,未点击,Y,N,Y,N,Y,1,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1372.09,其他,现金贷,小额速贷,数据平台,P032,G0025,优质客户,触达计划_4,T90296,公众号,合作渠道B,C004,PL1328,营销计划_9,TASK684156,S38257851,D29499,人工审批,CUST000000203,USER00000203
